id,price
100129,3944007.8
100130,4322151.5
100131,4148493.5
100132,2924055.5
100133,2349409.0
100134,4497363.5
100135,5347406.0
100136,2324587.8
100137,2514330.2
100138,9686732.0
100139,6910395.5
100140,6454000.0
100141,4330172.5
100142,10047787.0
100143,7310022.5
100144,4904133.0
100145,3078073.0
100146,5224471.0
100147,4331895.5
100148,9755649.0
100149,4865599.0
100150,3098690.8
100151,22238598.0
100152,8916084.0
100153,2304555.8
100154,1793776.9
100155,2451439.8
100156,3291784.0
100157,3801125.0
100158,25351466.0
100159,2775600.2
100160,2999302.0
100161,6921442.5
100162,3326315.2
100163,8364018.5
100164,3904988.8
100165,3204312.8
100166,2769991.2
100167,4647927.5
100168,3227983.2
100169,5765916.5
100170,6521156.5
100171,32113296.0
100172,5373542.0
100173,9425329.0
100174,6168063.5
100175,5339723.0
100176,3456244.2
100177,4362751.5
100178,1860066.9
100179,6108983.0
100180,6125672.0
100181,5723009.5
100182,5920416.5
100183,2264692.5
100184,4547274.0
100185,5062113.5
100186,5661965.0
100187,2006655.8
100188,3679671.0
100189,5377030.0
100190,10771525.0
100191,4007683.8
100192,5204472.0
100193,2684452.0
100194,4775095.5
100195,7158388.5
100196,4710928.0
100197,7087280.5
100198,2521496.5
100199,3234881.2
100200,3840825.5
100201,3151290.8
100202,2595736.5
100203,2718023.2
100204,2700355.0
100205,5213594.5
100206,5124709.5
100207,9923988.0
100208,4382845.0
100209,6447507.0
100210,2641316.0
100211,1887473.6
100212,2693949.2
100213,3002879.8
100214,2741177.0
100215,4334252.0
100216,2201486.8
100217,16099874.0
100218,3145795.8
100219,3434589.8
100220,1796931.8
100221,7540800.5
100222,2865147.0
100223,7822007.0
100224,14521762.0
100225,1883001.0
100226,6219345.5
100227,3457698.8
100228,2794565.2
100229,4560289.0
100230,3545391.2
100231,6295850.0
100232,1669903.4
100233,4045182.5
100234,2139704.2
100235,3555309.5
100236,8079529.5
100237,2909952.2
100238,2196034.2
100239,2089558.2
100240,6383330.5
100241,4381634.5
100242,6814670.0
100243,3863582.5
100244,3111302.2
100245,3831230.8
100246,3756873.8
100247,1455222.4
100248,5605275.0
100249,3501117.0
100250,4484270.5
100251,5549942.5
100252,5437375.5
100253,3290400.8
100254,1625394.9
100255,3816840.8
100256,2277095.8
100257,2412018.2
100258,5419300.0
100259,4862344.5
100260,2664447.0
100261,4699761.0
100262,3890544.8
100263,3802080.8
100264,2859988.5
100265,3205683.8
100266,2377406.8
100267,5424156.0
100268,4471182.5
100269,7600008.5
100270,9083396.0
100271,2587956.2
100272,2647818.2
100273,3636422.8
100274,3427921.8
100275,3677450.8
100276,5300636.0
100277,7146165.0
100278,3606328.8
100279,20764864.0
100280,2809796.2
100281,3341264.5
100282,5206139.0
100283,4251647.0
100284,4708412.5
100285,2816064.5
100286,4441542.0
100287,7035205.0
100288,8367783.5
100289,2073576.8
100290,8930239.0
100291,3076619.5
100292,3606306.8
100293,3559934.0
100294,4402967.5
100295,3459228.5
100296,2261359.8
100297,3864520.5
100298,7911220.5
100299,3052102.5
100300,16784988.0
100301,3855183.2
100302,2117782.5
100303,2558001.2
100304,3324356.2
100305,3764607.0
100306,12082503.0
100307,2832982.2
100308,2845988.0
100309,5133643.5
100310,4011222.8
100311,3377561.5
100312,4743618.5
100313,1729862.2
100314,2291877.5
100315,5812660.0
100316,1867110.1
100317,4845025.5
100318,4956664.0
100319,3701275.5
100320,6449013.0
100321,3673034.0
100322,10172238.0
100323,6841906.0
100324,2337225.8
100325,2881176.0
100326,3348751.5
100327,6876070.5
100328,5900227.5
100329,3366761.5
100330,7005956.5
100331,4762748.0
100332,2003600.1
100333,3041262.8
100334,3838138.5
100335,4267811.0
100336,2062688.0
100337,2675677.0
100338,3212238.8
100339,4268962.0
100340,5595940.0
100341,2313187.2
100342,1833884.0
100343,4971212.0
100344,3503630.5
100345,5557666.0
100346,2876118.0
100347,3068359.2
100348,3453481.0
100349,6076821.5
100350,2790629.2
100351,3449718.0
100352,5694057.0
100353,21012194.0
100354,27881688.0
100355,11059964.0
100356,13816429.0
100357,2234481.5
100358,3536869.0
100359,7061479.5
100360,2503033.8
100361,13015666.0
100362,2327084.5
100363,4907767.5
100364,6633869.0
100365,2227262.8
100366,3375692.5
100367,3553226.5
100368,4587110.0
100369,2786412.0
100370,5394196.0
100371,6263384.5
100372,4085300.5
100373,8556564.0
100374,3668384.0
100375,2807698.5
100376,2733770.2
100377,16757143.0
100378,4342304.0
100379,7901613.0
100380,2031089.8
100381,3752218.5
100382,4099833.5
100383,4433144.5
100384,4176453.2
100385,3873428.5
100386,7573424.5
100387,5617092.0
100388,5199306.5
100389,2851351.0
100390,4600695.0
100391,2883504.0
100392,3095689.5
100393,4539640.5
100394,3094779.0
100395,1991059.5
100396,11567261.0
100397,3252390.5
100398,2315910.0
100399,4256702.5
100400,6419405.5
100401,9657601.0
100402,3365341.8
100403,6671735.0
100404,3890354.2
100405,3636908.5
100406,2840298.8
100407,8228407.5
100408,2039806.6
100409,3192977.5
100410,5967940.0
100411,4371185.5
100412,8694548.0
100413,3038643.2
100414,7293859.0
100415,3272279.8
100416,3035097.5
100417,6839476.5
100418,1662617.5
100419,6175145.0
100420,3218858.2
100421,4196470.0
100422,5017085.0
100423,2017491.8
100424,3618016.0
100425,5150644.5
100426,5373362.0
100427,2769515.0
100428,3142443.5
100429,5491334.0
100430,6571230.0
100431,10622701.0
100432,3933965.5
100433,3290423.5
100434,5476545.0
100435,2476217.2
100436,3339988.8
100437,6009266.0
100438,6217998.0
100439,3621887.0
100440,3353384.5
100441,2569050.0
100442,2567479.8
100443,5631607.0
100444,8143550.5
100445,2633616.2
100446,6540205.0
100447,2459221.5
100448,4411245.5
100449,3625912.5
100450,5312166.0
100451,2627006.0
100452,2691476.8
100453,3678646.5
100454,3426058.8
100455,2849102.2
100456,3270678.5
100457,4197543.0
100458,5171584.5
100459,3032432.8
100460,3155502.2
100461,4153788.2
100462,2852771.2
100463,4212833.5
100464,4739275.0
100465,5086883.5
100466,3515476.2
100467,4992818.5
100468,2169748.5
100469,4169935.5
100470,2540571.8
100471,2950347.2
100472,4252532.5
100473,4401338.5
100474,4610828.0
100475,6433492.0
100476,6276705.0
100477,2796217.2
100478,5228959.5
100479,6233706.5
100480,5414705.0
100481,8308314.0
100482,2423189.2
100483,2786755.8
100484,2003548.4
100485,6121480.0
100486,2488587.2
100487,6766993.0
100488,7202285.0
100489,1650125.1
100490,5042991.5
100491,1271405.5
100492,19556122.0
100493,2799491.2
100494,3508736.2
100495,7880528.0
100496,5461290.0
100497,8393180.0
100498,2218222.0
100499,5806717.5
100500,2276983.8
100501,4672852.0
100502,5701669.5
100503,3811703.8
100504,5788277.5
100505,5210501.0
100506,3595931.2
100507,5464141.0
100508,4766007.5
100509,7168223.5
100510,3202886.0
100511,4147135.5
100512,6328697.0
100513,4769346.5
100514,3939895.0
100515,4610258.5
100516,13536111.0
100517,3081132.2
100518,1495044.0
100519,4547211.5
100520,4320539.5
100521,6531174.5
100522,2813875.0
100523,2996811.8
100524,3221600.0
100525,2890246.2
100526,2775746.5
100527,5029497.0
100528,4226797.0
100529,3384696.8
100530,3470687.8
100531,13657939.0
100532,6948931.0
100533,4675076.0
100534,4457275.5
100535,5071631.0
100536,2509973.0
100537,2994936.2
100538,12061269.0
100539,5824293.0
100540,9842244.0
100541,5360406.5
100542,2776990.0
100543,3190299.8
100544,6083640.5
100545,5804579.5
100546,10644099.0
100547,21467560.0
100548,7080849.0
100549,3725262.2
100550,3856874.2
100551,5359962.0
100552,3655907.8
100553,5177439.5
100554,5830660.0
100555,4308031.5
100556,2651426.0
100557,2053732.8
100558,10025041.0
100559,7412412.0
100560,4827175.5
100561,2862736.5
100562,2458658.5
100563,5258781.5
100564,9237173.0
100565,5354094.5
100566,4829226.0
100567,6298086.5
100568,3437255.8
100569,2524564.2
100570,7223308.5
100571,3994653.0
100572,2717295.5
100573,4386412.5
100574,6501157.0
100575,6014610.5
100576,11429282.0
100577,16122085.0
100578,4992840.5
100579,4238472.0
100580,2829829.0
100581,5689544.5
100582,12035615.0
100583,4894425.0
100584,6741486.5
100585,2444181.5
100586,5696469.0
100587,2336987.2
100588,15432951.0
100589,2798210.8
100590,3454088.2
100591,1970403.2
100592,3647345.2
100593,2009898.1
100594,3405862.8
100595,8585680.0
100596,2269746.5
100597,2948016.8
100598,5168397.5
100599,6233683.5
100600,2106779.0
100601,5369599.0
100602,9349058.0
100603,3888622.8
100604,35467004.0
100605,1123222.1
100606,4933884.5
100607,3226810.0
100608,22268868.0
100609,5553925.0
100610,6145434.5
100611,3579929.0
100612,3100183.2
100613,2267368.0
100614,6046996.0
100615,22286248.0
100616,4113224.5
100617,3420001.2
100618,5968233.0
100619,7460972.5
100620,3839646.2
100621,2641598.2
100622,3309236.0
100623,5428418.5
100624,2903140.5
100625,4918507.0
100626,3683067.0
100627,10995322.0
100628,2912867.2
100629,2651840.0
100630,3807193.2
100631,4169359.0
100632,4085811.8
100633,5299526.0
100634,6484465.5
100635,2551481.8
100636,2926024.8
100637,3349858.5
100638,9006171.0
100639,8049637.5
100640,3277722.2
100641,4432804.0
100642,2292363.2
100643,7573788.5
100644,5108677.0
100645,2418596.0
100646,3775942.2
100647,2178693.8
100648,5904830.0
100649,3859891.2
100650,4279564.5
100651,7490031.5
100652,3873858.5
100653,6125763.5
100654,2685372.2
100655,2325573.0
100656,5347229.0
100657,6108752.5
100658,4426101.5
100659,6650790.5
100660,16944216.0
100661,2537117.5
100662,2111656.5
100663,5023639.0
100664,5859824.0
100665,4075176.5
100666,3084202.2
100667,7345340.5
100668,4412500.5
100669,5737074.0
100670,7635687.0
100671,4126097.0
100672,5576337.0
100673,1519598.5
100674,4157766.2
100675,5197508.5
100676,2371109.5
100677,2649441.8
100678,6166473.0
100679,4079383.2
100680,3769206.5
100681,4627899.0
100682,2264542.5
100683,4991915.0
100684,3250761.5
100685,3222509.8
100686,6345893.0
100687,4479540.0
100688,33046642.0
100689,2491214.5
100690,8378448.0
100691,2120004.2
100692,1649394.5
100693,5173052.5
100694,5380049.0
100695,3210146.0
100696,4857887.0
100697,7013108.0
100698,4346834.0
100699,3267513.0
100700,7409956.5
100701,2946403.5
100702,8421767.0
100703,2196700.8
100704,2738328.0
100705,8175757.5
100706,3104889.2
100707,2400472.2
100708,5174133.0
100709,20218444.0
100710,2654383.5
100711,4375770.0
100712,4721929.0
100713,3154328.0
100714,1477013.9
100715,6402596.0
100716,2437033.8
100717,3379225.0
100718,5317356.0
100719,2648776.0
100720,7190599.0
100721,6162683.5
100722,4593045.0
100723,8596129.0
100724,1674201.9
100725,3327672.2
100726,7043839.5
100727,1335199.4
100728,1788864.0
100729,5290710.5
100730,5891667.0
100731,7536515.0
100732,2761974.8
100733,8427869.0
100734,5418774.0
100735,14575073.0
100736,5285680.5
100737,2232716.0
100738,4210804.0
100739,4452159.0
100740,5057164.0
100741,2359598.8
100742,4045849.2
100743,4264942.5
100744,2655075.8
100745,4137296.2
100746,3039425.8
100747,4096893.8
100748,2274093.5
100749,2929354.5
100750,21387030.0
100751,3224546.2
100752,5110031.0
100753,5707767.0
100754,2263705.2
100755,2853763.2
100756,1580817.9
100757,2267738.2
100758,3400583.5
100759,5628043.5
100760,4305343.5
100761,4138513.0
100762,3572162.5
100763,3058006.0
100764,5128711.5
100765,37070370.0
100766,1976734.0
100767,2379549.5
100768,2733896.0
100769,9217687.0
100770,6557450.0
100771,23867332.0
100772,2783456.8
100773,2941569.0
100774,3934943.2
100775,5079197.0
100776,3296456.0
100777,2336358.5
100778,2720511.5
100779,6022189.5
100780,16401694.0
100781,4410071.5
100782,3057760.2
100783,4053475.5
100784,6547187.0
100785,3847477.0
100786,5106470.5
100787,2010090.8
100788,5690456.5
100789,16248798.0
100790,5335464.0
100791,3456683.2
100792,1993343.0
100793,2796162.0
100794,5350983.5
100795,3307449.5
100796,2049341.2
100797,14199303.0
100798,7307360.5
100799,5803700.0
100800,4799667.5
100801,5238484.0
100802,8036028.0
100803,6222292.5
100804,3602691.5
100805,6375305.5
100806,11514773.0
100807,3330281.8
100808,9174499.0
100809,4763307.0
100810,3863335.2
100811,7706298.5
100812,6915465.5
100813,2982175.5
100814,3629571.8
100815,5862360.0
100816,1847410.8
100817,2030732.8
100818,5337898.5
100819,6164080.0
100820,4248232.5
100821,14729088.0
100822,4247963.0
100823,4060578.8
100824,4054691.2
100825,3331640.8
100826,3637479.0
100827,1611050.4
100828,4889785.5
100829,5077648.0
100830,28211676.0
100831,2126745.8
100832,2048713.6
100833,3111474.0
100834,2676015.0
100835,3544824.5
100836,3603532.2
100837,7364470.0
100838,3477790.5
100839,4172935.2
100840,5890265.0
100841,1974944.9
100842,7068920.0
100843,1941554.9
100844,2352825.0
100845,2687797.8
100846,3956642.2
100847,1936045.2
100848,10162270.0
100849,2179454.0
100850,3185653.0
100851,7751846.0
100852,3323031.8
100853,14361714.0
100854,5010848.0
100855,5508727.5
100856,3222308.0
100857,4657358.0
100858,2435304.0
100859,4492317.0
100860,2157761.8
100861,5634309.5
100862,2493419.0
100863,7725799.5
100864,2875646.8
100865,2105530.0
100866,2814938.0
100867,4727947.0
100868,3940748.8
100869,2332310.0
100870,5978129.5
100871,4217422.5
100872,3608490.5
100873,5265668.0
100874,2750828.2
100875,2307246.5
100876,4553802.0
100877,5109303.0
100878,5874671.5
100879,4713205.5
100880,4460598.0
100881,22849216.0
100882,5533287.0
100883,2847521.0
100884,3760937.5
100885,6573425.0
100886,2569543.5
100887,8903856.0
100888,2274316.8
100889,4285628.5
100890,8628573.0
100891,2982644.8
100892,4919292.0
100893,3648179.8
100894,2151362.2
100895,6110703.5
100896,5676083.5
100897,3248246.2
100898,4580840.5
100899,6433128.5
100900,3348792.2
100901,4290279.5
100902,2452332.8
100903,3868331.2
100904,4766443.5
100905,3810392.2
100906,6304920.5
100907,3409561.2
100908,4066417.2
100909,4422664.0
100910,7489899.0
100911,2031765.6
100912,2855301.8
100913,3168699.5
100914,7978528.0
100915,3835186.5
100916,3317625.5
100917,5988434.0
100918,2345353.2
100919,4663772.0
100920,2222581.0
100921,2397009.2
100922,2455488.8
100923,4181298.0
100924,2214342.8
100925,2751055.2
100926,3979495.5
100927,6073054.0
100928,1634659.8
100929,1572354.4
100930,1252192.8
100931,7649362.0
100932,5021849.0
100933,1774095.4
100934,3757676.0
100935,10183358.0
100936,5469063.5
100937,2805577.2
100938,5016755.5
100939,2524280.8
100940,4369120.5
100941,10620075.0
100942,4611760.5
100943,3419734.2
100944,1648066.2
100945,2294329.5
100946,2648488.0
100947,5519965.0
100948,3827825.0
100949,4172713.8
100950,4866301.5
100951,6373434.0
100952,4851323.5
100953,2471670.5
100954,11351897.0
100955,5572143.5
100956,6109855.5
100957,6450402.0
100958,1975368.6
100959,2393891.8
100960,7208316.5
100961,3446120.2
100962,2921854.5
100963,4365633.5
100964,3253943.2
100965,2865089.8
100966,3045152.8
100967,14191209.0
100968,1824209.2
100969,5855892.0
100970,2087528.9
100971,3351000.0
100972,3352174.2
100973,10366198.0
100974,3866321.5
100975,8226160.0
100976,4904791.5
100977,18627546.0
100978,5233129.5
100979,2819197.8
100980,5187842.5
100981,3085877.5
100982,2055540.5
100983,4759978.5
100984,6079213.0
100985,6941658.5
100986,6422241.5
100987,5473873.5
100988,3531664.5
100989,2923908.8
100990,5020198.5
100991,4669681.0
100992,9401704.0
100993,9775165.0
100994,4761734.0
100995,1561977.1
100996,4357726.0
100997,5270570.5
100998,4049619.5
100999,3025873.2
101000,6228067.5
101001,3448362.8
101002,5987079.0
101003,6673157.0
101004,2692996.5
101005,5945457.0
101006,4406146.5
101007,2744736.0
101008,7295892.0
101009,6406550.0
101010,2684526.2
101011,8828527.0
101012,2428736.0
101013,6035434.5
101014,1523364.6
101015,2763803.8
101016,5744010.0
101017,6067981.0
101018,2935425.5
101019,4116803.2
101020,3673527.8
101021,5089531.5
101022,6384812.5
101023,3723000.5
101024,13960465.0
101025,10314729.0
101026,5062527.5
101027,4280912.0
101028,4625656.5
101029,1734735.6
101030,5167037.0
101031,1550392.2
101032,4397569.5
101033,8374753.0
101034,2238420.8
101035,13295300.0
101036,1504482.6
101037,3132107.8
101038,4763525.0
101039,6125463.0
101040,1451333.1
101041,2463412.5
101042,12109375.0
101043,1811116.2
101044,5300027.5
101045,3978820.8
101046,2312230.0
101047,3338251.0
101048,6396205.5
101049,7274376.0
101050,6374520.0
101051,3523668.0
101052,3741582.0
101053,5550373.5
101054,9295685.0
101055,2035818.6
101056,4497260.5
101057,5835214.5
101058,7142442.0
101059,2826451.8
101060,5861848.5
101061,6886629.0
101062,4789558.0
101063,3012847.5
101064,4071408.5
101065,6864567.5
101066,7347808.0
101067,5350751.5
101068,15087763.0
101069,3313347.5
101070,3110374.8
101071,4770144.5
101072,13418428.0
101073,2993904.2
101074,5332444.5
101075,2497525.5
101076,1330487.4
101077,4399712.0
101078,1830980.5
101079,3941176.8
101080,8192667.5
101081,2987397.2
101082,4227314.5
101083,2737669.0
101084,2343688.2
101085,5546586.0
101086,4874867.5
101087,3057077.8
101088,7565317.5
101089,3328150.8
101090,3571505.0
101091,2322579.0
101092,4873149.0
101093,1326690.9
101094,5885801.0
101095,2672340.2
101096,5931552.0
101097,5356530.0
101098,5682998.0
101099,3420303.5
101100,6186095.0
101101,3099671.2
101102,9293157.0
101103,2137172.8
101104,3068628.2
101105,5336427.0
101106,5206013.0
101107,5068478.5
101108,4978324.0
101109,7498844.0
101110,3986579.5
101111,5281084.0
101112,5111198.0
101113,13573248.0
101114,5007303.5
101115,2411392.2
101116,2802384.2
101117,5196957.0
101118,15217498.0
101119,3179482.2
101120,4138425.0
101121,4393041.5
101122,5566526.5
101123,2598603.8
101124,3476049.8
101125,10057397.0
101126,4199371.0
101127,4993328.0
101128,5319930.5
101129,4080494.5
101130,3135514.8
101131,6671359.5
101132,5121354.0
101133,2835988.5
101134,5114441.0
101135,4012226.5
101136,6106198.5
101137,8393196.0
101138,9157601.0
101139,3720469.5
101140,2714048.8
101141,4213275.5
101142,3494737.8
101143,4194870.0
101144,7264476.0
101145,4121846.0
101146,1875121.6
101147,5469833.5
101148,10608787.0
101149,3237478.8
101150,7231814.0
101151,7981636.0
101152,2239112.2
101153,2885698.2
101154,2883441.8
101155,6022075.0
101156,4457416.0
101157,6667891.5
101158,15816104.0
101159,6109495.0
101160,6635437.0
101161,11340281.0
101162,4551374.5
101163,3417168.0
101164,1808619.0
101165,18965338.0
101166,15016050.0
101167,3665851.0
101168,3586148.2
101169,2704603.8
101170,3144631.2
101171,3274649.5
101172,8025323.5
101173,2592764.5
101174,5719368.5
101175,1920021.6
101176,5347007.0
101177,1971231.1
101178,3521254.8
101179,4421079.5
101180,4982297.0
101181,4263398.5
101182,2453985.5
101183,4984602.5
101184,2958644.5
101185,3048069.0
101186,3003420.2
101187,3355626.5
101188,3595527.0
101189,3157102.8
101190,3832859.8
101191,5404361.0
101192,6564204.0
101193,2011169.5
101194,5312904.5
101195,13293142.0
101196,3734902.0
101197,6852598.0
101198,4071589.2
101199,5887921.0
101200,3063882.2
101201,3021086.5
101202,2658772.8
101203,4855733.5
101204,5279595.0
101205,6276302.0
101206,3469585.8
101207,3937691.0
101208,4680801.5
101209,12976689.0
101210,7500365.0
101211,3813345.2
101212,3203727.5
101213,4041186.8
101214,6077510.0
101215,2200754.2
101216,8496682.0
101217,4935471.5
101218,9161437.0
101219,3960039.0
101220,4324758.0
101221,1847155.0
101222,4092522.0
101223,3385490.2
101224,9612146.0
101225,7562934.0
101226,3487771.0
101227,4012456.0
101228,5647221.0
101229,6885494.0
101230,7084773.0
101231,2815573.8
101232,2205419.2
101233,2637109.2
101234,2037927.1
101235,4651498.5
101236,6311829.5
101237,2491234.0
101238,2925040.2
101239,5033199.5
101240,3879363.0
101241,3477621.0
101242,9471038.0
101243,2570032.8
101244,6592193.5
101245,11973987.0
101246,4907223.0
101247,5677859.0
101248,5413787.5
101249,9771942.0
101250,1960921.1
101251,3535669.8
101252,3172784.8
101253,3892385.8
101254,16798390.0
101255,2544431.5
101256,7082078.5
101257,4098128.0
101258,32483054.0
101259,5232622.5
101260,4898004.5
101261,3163616.5
101262,5152375.5
101263,5478621.0
101264,3017976.8
101265,15845666.0
101266,7109197.5
101267,3338564.5
101268,5552422.0
101269,3859013.2
101270,2784417.0
101271,7573258.5
101272,5950158.0
101273,9827761.0
101274,1654134.1
101275,8132842.5
101276,4148266.8
101277,4305395.0
101278,5469697.0
101279,5488600.5
101280,3393826.0
101281,4199745.5
101282,2840918.5
101283,6531584.0
101284,7338819.0
101285,7054771.5
101286,2495652.5
101287,5489957.0
101288,3750815.8
101289,2426893.2
101290,1909757.8
101291,5617830.0
101292,3377219.8
101293,3920387.2
101294,6625490.5
101295,3942565.0
101296,2627068.2
101297,4018344.2
101298,5719512.0
101299,2304658.8
101300,2383124.5
101301,2874484.5
101302,4559631.5
101303,4808749.0
101304,6235087.5
101305,3995207.8
101306,6895553.5
101307,2952042.2
101308,5037293.5
101309,3263681.5
101310,4001560.8
101311,2910600.8
101312,7800279.5
101313,2491476.2
101314,3724123.8
101315,3208655.2
101316,4686961.5
101317,6673143.0
101318,8355639.0
101319,2948920.0
101320,7218926.0
101321,4592508.0
101322,3458352.2
101323,4040446.5
101324,4756409.5
101325,21478224.0
101326,3403414.8
101327,7481052.0
101328,4900246.0
101329,6121198.5
101330,8017546.0
101331,5159587.0
101332,6598815.5
101333,6805392.0
101334,4490171.0
101335,11283121.0
101336,2727341.8
101337,4381819.5
101338,3245234.0
101339,5789646.0
101340,2152010.0
101341,2144942.2
101342,5874804.5
101343,2835576.2
101344,4766851.0
101345,5349200.5
101346,7109858.0
101347,5953016.5
101348,6778818.5
101349,2749793.5
101350,4191076.8
101351,32220030.0
101352,5163293.5
101353,3177956.8
101354,4537938.5
101355,6217070.0
101356,5271090.5
101357,4114904.2
101358,4866595.0
101359,1655657.6
101360,3540547.8
101361,3081475.2
101362,3809509.8
101363,5434286.0
101364,6935619.5
101365,1189045.2
101366,3297872.0
101367,5696220.5
101368,11723686.0
101369,7972728.5
101370,2433091.0
101371,4147778.5
101372,4179205.5
101373,4998958.0
101374,4809229.5
101375,4274579.0
101376,2576898.8
101377,2965362.8
101378,3481515.8
101379,5897927.0
101380,4919547.5
101381,5375375.5
101382,8579148.0
101383,5632775.0
101384,5556343.5
101385,1858178.0
101386,9496370.0
101387,6005579.0
101388,3458703.2
101389,2730507.2
101390,2030922.8
101391,11696959.0
101392,15655261.0
101393,3542519.0
101394,5399325.0
101395,2550937.5
101396,2567800.8
101397,3852338.0
101398,2538624.2
101399,4533913.0
101400,4536923.5
101401,8026869.5
101402,6123854.0
101403,2278882.0
101404,3744625.2
101405,4895587.0
101406,2956546.2
101407,5279822.5
101408,8827514.0
101409,2579941.0
101410,3342280.2
101411,5207173.0
101412,7253495.0
101413,3825114.2
101414,12076774.0
101415,3742457.0
101416,5971597.5
101417,8344726.5
101418,5323803.0
101419,3197034.8
101420,2012605.8
101421,1608603.9
101422,2382854.0
101423,6928877.0
101424,3589652.2
101425,3018901.0
101426,9144265.0
101427,13303127.0
101428,5409757.0
101429,2995834.5
101430,4582044.5
101431,3043137.8
101432,6254081.0
101433,4302581.5
101434,4259552.0
101435,4558129.5
101436,3052248.5
101437,4960641.0
101438,2559886.5
101439,4781685.5
101440,4888977.5
101441,2756825.0
101442,4171709.8
101443,7023056.5
101444,4921028.0
101445,2573598.2
101446,6033870.0
101447,2883770.5
101448,2611012.2
101449,4221620.0
101450,2643445.2
101451,5253248.0
101452,12245068.0
101453,9949421.0
101454,3679714.5
101455,9112370.0
101456,4516532.0
101457,6500396.0
101458,15876696.0
101459,3837183.5
101460,5357423.5
101461,3051014.8
101462,4199696.5
101463,3629713.2
101464,2250374.2
101465,5861748.5
101466,3436334.0
101467,3987583.0
101468,4409287.5
101469,5554156.5
101470,3996539.2
101471,4799390.5
101472,6792992.0
101473,6252434.0
101474,8384233.5
101475,5669026.0
101476,6235318.0
101477,4716645.0
101478,4483456.5
101479,2712335.8
101480,3875788.8
101481,2132808.5
101482,4092306.8
101483,2756043.8
101484,2666760.8
101485,4436392.5
101486,3245045.2
101487,8497218.0
101488,3714633.5
101489,33962530.0
101490,2058509.2
101491,3734717.5
101492,10139275.0
101493,4437462.5
101494,2275811.2
101495,9281800.0
101496,5491444.0
101497,1852925.6
101498,3209178.2
101499,4896574.5
101500,25863746.0
101501,5828552.0
101502,5546357.0
101503,2899151.8
101504,9869528.0
101505,8627091.0
101506,3510040.8
101507,2427856.8
101508,3217331.0
101509,5120178.0
101510,2431912.8
101511,4817424.5
101512,4623392.0
101513,6065933.5
101514,3753587.0
101515,5638591.5
101516,4408670.0
101517,6256443.5
101518,5107551.5
101519,2988279.2
101520,5837414.0
101521,2113212.0
101522,2323470.5
101523,3636770.5
101524,3176020.0
101525,4264253.0
101526,3369404.8
101527,8699535.0
101528,4528914.0
101529,6534457.5
101530,2453326.0
101531,3033585.0
101532,5802336.5
101533,3623426.2
101534,3998355.2
101535,6120282.5
101536,4172027.5
101537,6861261.5
101538,5788314.5
101539,4840398.0
101540,14900127.0
101541,2186187.8
101542,2929460.8
101543,2434387.0
101544,5375237.0
101545,2452990.8
101546,5157754.0
101547,6523583.5
101548,6166103.5
101549,1966716.8
101550,3937221.0
101551,5095185.0
101552,1379061.6
101553,2791482.5
